,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Qtrly (3m)","Final (12m)","Qtrly (3m)","Qtrly (3m)","Interim (6m)","Qtrly (3m)","Final (12m)","Qtrly (3m)","Qtrly (3m)","Interim (6m)","Qtrly (3m)","Qtrly (3m)","Final (12m)","Qtrly (3m)","Qtrly (3m)","Interim (6m)","Qtrly (3m)","Qtrly (3m)","Qtrly (3m)","Final (12m)","Qtrly (3m)","Interim (6m)","Qtrly (3m)","Qtrly (3m)","Qtrly (3m)","Final (12m)","Qtrly (3m)","Interim (6m)","Qtrly (3m)","Qtrly (3m)","Final (6m)","Qtrly (3m)","Qtrly (3m)","Qtrly (3m)","Final (12m)","Qtrly (3m)",
,"20 Aug 2020","12 Feb 2020","15 Aug 2019","15 Feb 2019","16 Aug 2018","14 Feb 2018","17 Aug 2017","16 Feb 2017","18 Aug 2016","18 Feb 2016","18 Feb 2016","19 Nov 2015","20 Aug 2015","20 Aug 2015","7 May 2015","12 Feb 2015","12 Feb 2015","20 Nov 2014","21 Aug 2014","21 Aug 2014","8 May 2014","13 Feb 2014","13 Feb 2014","20 Nov 2013","22 Aug 2013","22 Aug 2013","10 May 2013","10 May 2013","14 Feb 2013","26 Nov 2012","23 Aug 2012","23 Aug 2012","17 May 2012","17 Feb 2012","17 Feb 2012","10 Nov 2011","11 Aug 2011","11 Aug 2011","19 May 2011","25 Feb 2011","18 Feb 2011","4 Nov 2010","5 Aug 2010","5 Aug 2010","7 May 2010",
"Exchange Rate (period end)",17.55,14,14.08,14.63,13.75,12.37,12.9,14.03,14.86,15.39,15.39,13.87,12.16,12.16,11.91,11.59,11.59,10.53,10.57,10.57,10.82,,,,,,,,,,,,,,,,,,,,,,,,,
"Exchange Rate (weighted average)",17.98,14.46,14.22,14.27,12.3,13.33,13.24,14.7,15.39,14.08,13.58,12.86,12.06,11.91,11.71,11.18,11.18,10.71,10.7,10.53,10.85,,,,,,,,,,,,,,,,,,,,,,,,,
"Number of Shares in  Issue (Actual)",883333518,827386603,828632707,821532707,820614217,821532707,820614217,820606945,820548799,776559790,776594162,776219005,774797875,774797875,774568365,771416491,771416491,769894523,768905142,768905142,768651164,767160263,766539788,735823756,736562241,736562241,734439665,729075924,729075924,728713370,728642265,728642265,723776008,723735186,723735186,723310693,722957368,722957368,722283489,720796887,720796887,706236170,705903511,705903511,705734298,
"Weighted Average Number of Shares (Actual)",873849687,827386603,828632707,821532707,820614217,820611806,820609409,810082191,799322449,776559790,776594162,775270967,774747163,774747163,772474860,770519087,770519087,769377569,768872415,768872415,767841289,767160263,766539788,735823756,736562241,736562241,731207454,729075924,729075924,728713370,728425816,728425816,723776008,723569224,723569224,723159600,721981479,721981479,721328149,711011673,715825482,706090891,705826038,705364200,705524513,
"JSE Market Capitalisation (R000)",143294363,79321554,63597560,40534424,40374219,44444919,36870197,35770257,58480513,32770823,32772274,27982695,30186125,30186125,39750848,40352797,40352797,34037037,29525957,29525957,31153432,25231901,25211494,33914117,37395265,37395265,51631108,66564632,66564632,68455334,66590617,66590617,66876903,79357563,79357563,79477379,63106949,63106949,75290831,76498174,76498174,65630527,64477227,64477227,57263281,
"Number of Months",6,12,6,12,6,12,6,12,6,3,12,3,3,6,3,12,3,3,6,3,3,12,3,3,6,3,3,3,12,3,6,3,3,3,12,3,6,3,3,6,3,3,3,12,3,
"Number of Employees",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46378,,,,,47268,,,49715,49715,,

Share statistics,"Jun 2020","Dec 2019","Jun 2019","Dec 2018","Jun 2018","Dec 2017","Jun 2017","Dec 2016","Jun 2016","Dec 2015","Dec 2015","Sep 2015","Jun 2015","Jun 2015","Mar 2015","Dec 2014","Dec 2014","Sep 2014","Jun 2014","Jun 2014","Mar 2014","Dec 2013","Dec 2013","Sep 2013","Jun 2013","Jun 2013","Mar 2013","Dec 2012","Dec 2012","Sep 2012","Jun 2012","Jun 2012","Mar 2012","Dec 2011","Dec 2011","Sep 2011","Jun 2011","Jun 2011","Mar 2011","Dec 2010","Dec 2010","Sep 2010","Jun 2010","Jun 2010","Mar 2010",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Qtrly (3m)","Final (12m)","Qtrly (3m)","Qtrly (3m)","Interim (6m)","Qtrly (3m)","Final (12m)","Qtrly (3m)","Qtrly (3m)","Interim (6m)","Qtrly (3m)","Qtrly (3m)","Final (12m)","Qtrly (3m)","Qtrly (3m)","Interim (6m)","Qtrly (3m)","Qtrly (3m)","Qtrly (3m)","Final (12m)","Qtrly (3m)","Interim (6m)","Qtrly (3m)","Qtrly (3m)","Qtrly (3m)","Final (12m)","Qtrly (3m)","Interim (6m)","Qtrly (3m)","Qtrly (3m)","Final (6m)","Qtrly (3m)","Qtrly (3m)","Qtrly (3m)","Final (12m)","Qtrly (3m)",
,"20 Aug 2020","12 Feb 2020","15 Aug 2019","15 Feb 2019","16 Aug 2018","14 Feb 2018","17 Aug 2017","16 Feb 2017","18 Aug 2016","18 Feb 2016","18 Feb 2016","19 Nov 2015","20 Aug 2015","20 Aug 2015","7 May 2015","12 Feb 2015","12 Feb 2015","20 Nov 2014","21 Aug 2014","21 Aug 2014","8 May 2014","13 Feb 2014","13 Feb 2014","20 Nov 2013","22 Aug 2013","22 Aug 2013","10 May 2013","10 May 2013","14 Feb 2013","26 Nov 2012","23 Aug 2012","23 Aug 2012","17 May 2012","17 Feb 2012","17 Feb 2012","10 Nov 2011","11 Aug 2011","11 Aug 2011","19 May 2011","25 Feb 2011","18 Feb 2011","4 Nov 2010","5 Aug 2010","5 Aug 2010","7 May 2010",
"Earnings Per Share (ZARc)",323.64,289.2,127.98,-599.34,553.5,-26.66,56.93,294,215.46,-464.64,-421.12,25.72,24.12,,-23.42,22.36,-33.54,32.13,21.4,21.06,,-462,-691,7,222,-159,381,74,789,195,521,226,294.11,361,973,284.11,328,175,152.55,161,-110,99,128,514.83,44,
"Diluted Earnings Per Share (ZARc)",323.64,274.74,113.76,-599.34,541.2,-26.66,56.93,294,215.46,-464.64,-421.12,25.72,24.12,,-23.42,22.36,-33.54,32.13,21.4,21.06,,-463,-691,7,221,-159,380,72,774,194,518,226,293,357,962,280,325,174,151,159,-109,98,125,508,44,
"Headline Earnings Per Share (Cont Ops) (ZARc)",359.6,289.2,71.1,99.89,98.4,346.58,105.92,382.2,230.85,-112.64,-54.34,38.58,36.18,11.91,-23.42,44.72,-11.18,21.42,32.1,21.06,10.85,-99,-37,9,-71,-105,34,107,393,773,181,125,55,357,622,284,329,176,153,177,-110,99,147,449,41,
"Diluted Headline Earnings Per Share (Cont) (ZARc)",359.6,,71.1,99.89,98.4,346.58,105.92,382.2,215.46,-112.64,-54.34,38.58,36.18,11.91,-23.42,44.72,-11.18,21.42,32.1,21.06,10.85,-99,-37,9,-72,-105,33,107,393,106,181,125,54,353,615,281,325,174,151,175,-109,98,,,41,
"Distributions Per Share (ZARc)",160,160,60,40,20,90,40,110,50,21,25,,,4,,40,40,,20,,,22,,,,,,,235,,160,,,,330,,100,,,140,,,,120,,
"Net Asset Value Per Share (ZARc)",5904.35,4921.7,4800.15,4820.44,4787.06,5127.13,5396.07,5453.32,5514.47,5488.43,5488.27,5654.66,5489.02,5489.02,5430.48,5503.86,5503.86,4945.2,5572.82,5572.82,5556.72,5452.25,5456.66,6100.1,6130.4,6130.4,6255.12,7277.23,7277.23,7105.74,7016.26,7016.26,6676.07,6640.76,6640.76,6261.28,5901.68,5901.68,6460.98,6468.19,6468.19,6427.48,6438.4,6438.4,6295.43,
"3 Year Beta",1.31,0.73,0.75,0.12,-0.13,0.18,-0.06,-0.49,-1.24,0.34,0.34,0.49,0.9,0.9,0.14,0.21,0.21,0.65,0.37,0.37,0.42,0.66,0.66,0.69,0.42,0.42,0.06,0.09,0.09,0.07,0.03,0.03,0.58,0.32,0.32,0.4,0.31,0.31,0.22,0.07,0.07,0.11,0.2,0.2,0.23,
"Cash Generated per share",62.11,107.89,55.08,-75.96,32.04,101.23,33.68,116.61,46.79,26.93,99.29,28.41,24.69,44.08,19.39,104.81,29.19,26.69,54.39,28.65,25.75,668.45,227.03,221.72,238.43,-51.92,291.19,459.88,1598.24,191.35,947.68,574.82,375.36,684.34,2175.66,699.08,793.5,408.63,385.24,1716.6,539.58,318.69,517.03,1360.14,366.07,
"Earnings Per Share (Base Currency)",18,20,9,-42,-45,-2,4.3,20,14,-33,-31,2,2,,-2,2,-3,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"Diluted Earnings Per Share (Base Currency)",18,19,8,-42,-44,-2,4.3,20,14,-33,-31,2,2,,-2,2,-3,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"Headline Earnings Per Share (Cont) (Base Currency)",20,20,5,7,8,26,8,26,15,-8,-4,3,3,1,-2,4,-1,2,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,
"Diluted Headline Earnings Per Share(Cont)(BaseCur)",20,,5,7,8,26,8,26,14,-8,-4,3,3,1,-2,4,-1,2,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,
"Distributions Per Share (Base Currency)",,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Net Asset Value Per Share (Base Currency)",336.43,351.55,340.92,329.49,348.15,414.23,418.3,388.69,370.87,356.44,356.43,,451.4,451.4,455.96,474.88,474.88,469.63,527.23,527.23,513.56,5452.25,5456.66,6100.1,6130.4,6130.4,6255.12,7277.23,7277.23,7105.74,7016.26,7016.26,6676.07,6640.76,6640.76,6261.28,5901.68,5901.68,6460.98,6468.19,6468.19,6427.48,6438.4,6438.4,6295.43,
"Price at Period End (Base Currency)",934,685,545,342,358,437,345,320,485,271,271,261,319,319,423,453,453,392,363,363,383,3289,3289,4609,5077,5077,7030,9130,9130,9394,9139,9139,9240,10965,10965,10988,8729,8729,10424,10613,10613,9293,9134,9134,8114,
"JSE Market Price at Period End (ZARc)",16222,9587,7675,4934,4920,5410,4493,4359,7127,4220,4220,3605,3896,3896,5132,5231,5231,4421,3840,3840,4053,3289,3289,4609,5077,5077,7030,9130,9130,9394,9139,9139,9240,10965,10965,10988,8729,8729,10424,10613,10613,9293,9134,9134,8114,
"JSE Market Price High (ZARc)",16312,9602,8411,5649,5649,6094,5708,9130,7248,4592,6984,4989,5614,6984,6984,5326,5326,5176,4614,4517,4614,9706,4900,6629,9706,7139,9706,9960,11693,10186,11693,10556,11693,12782,12798,12798,11334,10946,11334,11170,11170,9869,9531,10248,9090,
"JSE Market Price Low (ZARc)",6397,4672,4672,3290,4336,3760,3760,3680,4157,3000,3000,3111,3681,3681,4302,3206,3428,3936,3206,3633,3206,3115,3115,4560,4704,4704,6945,8507,8405,8405,8461,8461,9101,9856,8364,8413,8364,8364,9592,8264,9152,8264,7950,7313,7313,
"JSE Volume Traded (Actual)",562345613,695816920,321184683,566660298,256947576,674214748,406462189,841249018,395049141,145691694,586662772,160309103,131543596,280962568,151787667,550556476,142382707,149303001,259070934,117660301,143213229,704317132,147317610,167532784,386132738,222301736,163466561,99428347,455281671,126025930,229827394,118461132,111366262,91993768,436214292,138245069,206187434,104124104,103488120,216537294,98012011,118525283,141991400,666254124,162564269,
"JSE Value Traded (Actual)",64063528303,49504637367,19163707867,24808899710,12317592773,33204354118,18566157826,51485917278,23895709467,5567168418,26158812716,6088975118,5958179769,14518406225,8681842073,23651758368,6440307752,6679099689,10538894353,4796996731,5817080237,42140965680,6086225650,8939921264,26879385058,13293748348,13552403336,9189346194,43699048610,11717155837,22792546578,11020975133,11771571445,10621856723,45263013326,14150076413,20513484252,9947727609,10713636573,20611878546,9901009817,10710868729,12546189136,58337819830,13225828370,
"12 Month HEPS",577.7,289.2,72.59,99.89,339.06,346.58,257.27,382.2,203.68,-54.34,-54.34,30.95,24.53,24.53,10.12,44.72,42.34,-72.48,4.1,3.91,-63.4,-99,-99,-1988,141,130,320.5,382,382,724,474,473,521.5,970,970,691,506,506,656,401.5,401.5,435.75,449,449,57,
"12 Month Dividend",260,160,80,40,40,90,90,100,110,71,71,24,24,24,24,40,40,40,42,,42,22,22,75,75,,235,,235,235,390,390,,,330,330,170,170,170,140,140,140,120,120,130,
"Dividend Per Share (ZARc)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,,

Cash flow items,"Jun 2020","Dec 2019","Jun 2019","Dec 2018","Jun 2018","Dec 2017","Jun 2017","Dec 2016","Jun 2016","Dec 2015","Dec 2015","Sep 2015","Jun 2015","Jun 2015","Mar 2015","Dec 2014","Dec 2014","Sep 2014","Jun 2014","Jun 2014","Mar 2014","Dec 2013","Dec 2013","Sep 2013","Jun 2013","Jun 2013","Mar 2013","Dec 2012","Dec 2012","Sep 2012","Jun 2012","Jun 2012","Mar 2012","Dec 2011","Dec 2011","Sep 2011","Jun 2011","Jun 2011","Mar 2011","Dec 2010","Dec 2010","Sep 2010","Jun 2010","Jun 2010","Mar 2010",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Qtrly (3m)","Final (12m)","Qtrly (3m)","Qtrly (3m)","Interim (6m)","Qtrly (3m)","Final (12m)","Qtrly (3m)","Qtrly (3m)","Interim (6m)","Qtrly (3m)","Qtrly (3m)","Final (12m)","Qtrly (3m)","Qtrly (3m)","Interim (6m)","Qtrly (3m)","Qtrly (3m)","Qtrly (3m)","Final (12m)","Qtrly (3m)","Interim (6m)","Qtrly (3m)","Qtrly (3m)","Qtrly (3m)","Final (12m)","Qtrly (3m)","Interim (6m)","Qtrly (3m)","Qtrly (3m)","Final (6m)","Qtrly (3m)","Qtrly (3m)","Qtrly (3m)","Final (12m)","Qtrly (3m)",
,"20 Aug 2020","12 Feb 2020","15 Aug 2019","15 Feb 2019","16 Aug 2018","14 Feb 2018","17 Aug 2017","16 Feb 2017","18 Aug 2016","18 Feb 2016","18 Feb 2016","19 Nov 2015","20 Aug 2015","20 Aug 2015","7 May 2015","12 Feb 2015","12 Feb 2015","20 Nov 2014","21 Aug 2014","21 Aug 2014","8 May 2014","13 Feb 2014","13 Feb 2014","20 Nov 2013","22 Aug 2013","22 Aug 2013","10 May 2013","10 May 2013","14 Feb 2013","26 Nov 2012","23 Aug 2012","23 Aug 2012","17 May 2012","17 Feb 2012","17 Feb 2012","10 Nov 2011","11 Aug 2011","11 Aug 2011","19 May 2011","25 Feb 2011","18 Feb 2011","4 Nov 2010","5 Aug 2010","5 Aug 2010","7 May 2010",
"Cash generated by operations",,,,,,,,294.4,,,122.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Working capital changes",,,,,5.9,-69.4,-25.3,-2.3,-12.7,,43.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Net Cash flow from operating activities",548.6,892.7,456.4,-624,262.9,831.6,276.4,956.9,383.9,209.1,771.1,220.5,191.3,341.5,150.2,808.5,225.2,205.5,418.2,220.3,197.9,5128.1,1740.3,1631.5,1756.2,-382.4,2138.6,3352.9,11652.4,1394.4,6905.2,4188.4,2716.8,4952.8,15746,5056.5,5736.7,2954.2,2782.5,12373.2,3889.3,2250.7,3649.7,9601.3,2583.5,
"Net cash flow from investing activities",-251.3,-446.8,-277.4,-886.8,-319.6,-908.6,-438.5,-867.9,-320.8,-165.5,-651.5,-145.9,-161.1,-340.1,-179,-530.9,-169.3,-62,-299.6,-155.5,-144.1,-8800.1,-2558.8,-1689.3,-4552,-1779.2,-2772.8,-3589.4,-13550.5,-3141.5,-6819.6,-3356.2,-3463.4,-3345.6,-17958.8,-3161.1,-11452.1,-8029.7,-3422.4,-8793.8,-2921.4,-2228,-1890.2,-7434.4,-1754.2,
"Net cash flow from financing activities",210,-104.6,105.1,257.3,115.1,84.2,160.6,37,6.5,-90.7,-88.3,20.4,-10,-18,-8,-125.9,-28,-26.6,-71.3,-80.2,8.9,2341.6,-812.9,447.7,2706.8,1283.4,1423.4,1672.3,4072.1,284.2,2115.6,371.2,1744.4,21.3,3663,-1431.3,5073,2795.2,2277.8,1458.7,358,1188.8,-665.9,-75.3,577.8,
"Dividends paid",-53,-47.7,-11.5,151.6,-34.7,-69.2,-43.3,-39.4,-10.6,-7.2,-27.2,-2.5,-4.6,-17.5,-12.9,-42.3,,-14.3,-26.1,-10.4,-15.7,-568,-2.8,,-565.2,,-565.2,-43.7,-2943,-1195.9,-1703.4,-1.9,1701.5,-88.4,-1530.6,-870.5,-571.7,-7.3,-564.4,-1171.1,,-494.4,-175.2,-1092.3,-353,
"Net increase(decrease) in cash & cash equivalents",454.3,293.6,272.6,-166.5,23.7,-62,-44.8,86.6,59,,4.1,,,-34.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cash & Cash Equivalent beginning of period",515,219.7,219.7,393.8,479,526.7,526.7,440,440,,458,,,458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Translation effects on cash & cash equivalents",-28.5,1.7,-2,-7.6,,14.3,,0.1,,,-22.1,,,-8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cash & Cash Equivalent end of period",940.8,515,490.3,219.7,498.1,479,492.8,526.7,503.4,,440,,,415.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Ratios,"Jun 2020","Dec 2019","Jun 2019","Dec 2018","Jun 2018","Dec 2017","Jun 2017","Dec 2016","Jun 2016","Dec 2015","Dec 2015","Sep 2015","Jun 2015","Jun 2015","Mar 2015","Dec 2014","Dec 2014","Sep 2014","Jun 2014","Jun 2014","Mar 2014","Dec 2013","Dec 2013","Sep 2013","Jun 2013","Jun 2013","Mar 2013","Dec 2012","Dec 2012","Sep 2012","Jun 2012","Jun 2012","Mar 2012","Dec 2011","Dec 2011","Sep 2011","Jun 2011","Jun 2011","Mar 2011","Dec 2010","Dec 2010","Sep 2010","Jun 2010","Jun 2010","Mar 2010",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Qtrly (3m)","Final (12m)","Qtrly (3m)","Qtrly (3m)","Interim (6m)","Qtrly (3m)","Final (12m)","Qtrly (3m)","Qtrly (3m)","Interim (6m)","Qtrly (3m)","Qtrly (3m)","Final (12m)","Qtrly (3m)","Qtrly (3m)","Interim (6m)","Qtrly (3m)","Qtrly (3m)","Qtrly (3m)","Final (12m)","Qtrly (3m)","Interim (6m)","Qtrly (3m)","Qtrly (3m)","Qtrly (3m)","Final (12m)","Qtrly (3m)","Interim (6m)","Qtrly (3m)","Qtrly (3m)","Final (6m)","Qtrly (3m)","Qtrly (3m)","Qtrly (3m)","Final (12m)","Qtrly (3m)",
,"20 Aug 2020","12 Feb 2020","15 Aug 2019","15 Feb 2019","16 Aug 2018","14 Feb 2018","17 Aug 2017","16 Feb 2017","18 Aug 2016","18 Feb 2016","18 Feb 2016","19 Nov 2015","20 Aug 2015","20 Aug 2015","7 May 2015","12 Feb 2015","12 Feb 2015","20 Nov 2014","21 Aug 2014","21 Aug 2014","8 May 2014","13 Feb 2014","13 Feb 2014","20 Nov 2013","22 Aug 2013","22 Aug 2013","10 May 2013","10 May 2013","14 Feb 2013","26 Nov 2012","23 Aug 2012","23 Aug 2012","17 May 2012","17 Feb 2012","17 Feb 2012","10 Nov 2011","11 Aug 2011","11 Aug 2011","19 May 2011","25 Feb 2011","18 Feb 2011","4 Nov 2010","5 Aug 2010","5 Aug 2010","7 May 2010",
"Working Revenue Per Share",401.51,358.61,332.72,313.78,329.19,336.55,317.93,339.41,326.5,329.71,327.76,327.68,340.96,327.9,315.76,372.32,367.54,363.51,380.19,388.62,372.26,3636.87,4110.47,3711.16,3583.3,3278.96,3916.1,4514.32,3966.09,3902.22,3728.2,3653.25,3827.59,6781.33,5787.53,6117.32,5138.75,5308.17,4973.83,9673.74,5171.82,5128.4,4988.59,4475.04,4127.37,
"Price/Sales Per Share",2.33,1.91,1.64,1.09,1.09,1.3,1.09,0.94,1.48,0.82,0.83,0.8,0.94,0.97,1.34,1.22,1.23,1.08,0.96,0.93,1.03,0.9,0.8,1.24,1.42,1.55,1.8,2.02,2.3,2.41,2.45,2.5,2.41,1.62,1.89,1.8,1.7,1.64,2.1,1.1,2.05,1.81,1.83,2.04,1.97,
"Price/Net Asset Value",2.78,1.95,1.6,1.04,1.03,1.06,0.83,0.82,1.31,0.76,0.76,,0.71,0.71,0.93,0.95,0.95,0.84,0.69,0.69,0.75,0.6,0.6,0.76,0.83,0.83,1.12,1.25,1.25,1.32,1.3,1.3,1.38,1.65,1.65,1.75,1.48,1.48,1.61,1.64,1.64,1.45,1.42,1.42,1.29,
"Price/Cash Flow",30.09,6.35,19.78,-4.51,22.35,4.32,20.5,2.75,20.72,40.32,2.73,36.72,51.73,14.47,87.18,4.32,62.02,58.78,13.35,50.7,59.5,4.92,57.95,83.15,42.59,-391.14,96.57,79.41,5.71,196.37,19.29,63.6,98.46,64.09,5.04,62.87,22,85.45,108.23,12.37,78.68,116.64,70.67,6.72,88.66,
"Return on Capital Employed",6.3,3.36,2.68,-6.41,-14.55,-0.13,2.13,3.17,4.43,-19.68,-4.53,1.31,0.95,0.07,-0.8,0.33,-1.56,1.25,0.74,1.34,0.13,-5.22,-30.81,0.47,4.44,-6.74,16,3.3,7.9,7.36,9.51,8.44,11.91,15.01,10.81,12.62,9.12,9.4,8.38,5.98,-3.48,6.2,7.48,7.35,3.35,
"Return on Shareholder Funds",10.82,6.01,5.57,-12.74,-25.85,-0.23,3.61,5.45,7.97,-38.08,-8.76,2.36,1.65,0.13,-1.38,0.56,-2.62,2.08,1.21,2.2,0.22,-8.61,-50.82,0.77,7.2,-10.94,24.91,4.73,11.32,11.55,15.2,13.49,17.88,22.55,16.24,19.07,13.77,14.19,12.21,8.28,-4.81,8.14,9.57,9.41,4.33,
"Return on Total Assets",18.92,13.03,11.09,7.7,9.53,9.06,8.49,21.62,21.29,20.26,18.25,16.75,16.72,15.45,14.15,17.18,17.56,15.97,16.48,17.04,16.04,16.21,16.78,14.44,14.79,11.86,19.22,19.41,17.13,17.74,16.45,16.47,18.98,25.62,19.18,22.25,17.25,18.29,15.98,26.3,17,13.52,15.29,11.85,8.72,
"Operating Profit Margin",38.86,31.47,28.44,20.75,23.39,23.78,23.17,49.54,48.94,46.57,42.79,42.37,42.13,41.1,39.98,41.52,42.82,40.75,41.26,41.65,40.85,42.65,40.17,41.6,44.66,38.11,50.19,52.75,53.21,52.7,53.77,52.42,55.07,41.96,36.91,38.68,32.51,33.19,31.79,26.71,31.4,27.38,26.92,24.51,19.65,
"Net Profit Margin",8.86,5.45,5.11,-13.51,-27.14,-0.68,4.32,5.92,8.84,-40.29,-9.51,2.83,1.77,-0.17,-2.28,0.45,-3.6,2.73,1.31,2.61,-0.04,-12.42,-65.37,0.92,12.28,-19.37,38.97,6.56,19.86,20,27.85,24.84,30.74,21.24,16.78,18.58,12.76,13.22,12.27,3.31,-8.4,7.74,10.22,11.5,4.34,
"Debt:Equity",0.86,0.87,0.92,0.85,0.77,0.62,0.64,0.63,0.65,0.76,0.76,0.7,0.63,0.63,0.63,0.61,0.61,0.59,0.57,0.57,0.6,0.55,0.58,0.53,0.53,0.53,0.44,0.34,0.34,0.54,0.57,0.57,0.46,0.46,0.46,0.47,0.45,0.45,0.41,0.33,0.33,0.26,0.24,0.24,0.25,
"Interest Cover",7.41,5.24,5.54,-4.98,-14.19,3.47,4.85,7.23,7.24,-8.54,1.16,4.29,4.83,3.71,2.82,2.84,0.87,4.05,3.24,3.81,2.67,-10.81,-40.2,3.52,1.12,-8.38,11.49,12.97,21.96,22.8,28.58,20.77,62.91,75.04,66.15,54.35,69.9,84.02,55,24.35,2.24,29.6,56.87,15.28,21.28,
"Current Ratio",0.94,0.81,1.61,1.37,1.09,1.3,1.17,1.22,1.9,1.74,1.74,1.55,1.68,1.68,1.62,1.48,1.48,1.64,1.84,1.84,1.65,1.7,1.7,2.07,1.88,1.88,1.77,1.76,1.76,1.44,1.74,1.74,1.13,1.17,1.17,1.05,1.13,1.13,1.88,1.53,1.53,1.05,0.89,0.89,0.87,
"Dividend Cover",2.02,1.81,2.13,-14.98,27.68,-0.3,1.42,2.67,4.31,-22.13,-16.84,,,,,0.56,-0.84,,1.07,,,-21,,,,,,,3.36,,3.26,,,,2.95,,3.28,,,1.15,,,,4.29,,
"Yield (g/ton)",4.9,1.8,2,2,2,2.1,1.9,2.1,2,2.2,2.2,2.1,2.1,2,2,2.1,2.1,2.2,2.2,2.2,2,1.7,1.9,1.6,1.6,3.8,3.8,3.6,1.9,1.9,1.9,1.9,1.8,1.9,3,1.9,1.9,1.9,2,2.1,2.1,2.1,2.1,2.1,1.9,
"Tons milled ('000)",21573,38342,16746,34110,16686,34492,17331,34222,16961,8386,33014,8295,8160,16333,8173,8286,8286,8246,8104,8104,8877,38255,10080,9846,18329,8794,9535,11011,43926,10521,29187,14339,11345,15026,59441,14770,29645,15187,14458,29008,14498,14510,14863,56702,14263,
"Output (kg)",,,,,,,,,,,,1709,1203,1203,1129,2294,2294,1298,1591,1591,1840,62895,18591,15439,28865,14040,14825,16618,63157,15406,53992,27524,15491,27473,108408,28008,52927,27118,25808,56183,27951,28232,27929,108765,24690,
"Price Received (R/kg)",1637,1387,1298,1251,1306,1255,1232,1241,1218,1092,1140,1103,1174,1186,1223,1249,1179,1265,1275,1275,13920,427753,410266,422065,442082,418108,464549,469914,435952,441690,417007,414642,419975,435661,364216,385684,319031,326206,311708,296545,303958,289329,287454,264468,265641,
"Working cost (R/kg)",37,41,42,42,42,43,42,42,41,41,43,45,44,44,44,50,50,51,52,52,520,247956,252368,247755,246401,259405,234036,222433,205153,210724,219010,220546,189467,199155,184515,192997,173243,177934,168455,163416,161894,164898,166215,157360,169538,
"NAV%Price",36.4,51.34,62.54,97.7,97.3,94.77,120.1,125.1,77.37,130.06,130.05,156.86,140.89,140.89,105.82,105.22,105.22,111.86,145.13,145.13,137.1,165.77,165.91,132.35,120.75,120.75,88.98,79.71,79.71,75.64,76.77,76.77,72.25,60.56,60.56,56.98,67.61,67.61,61.98,60.95,60.95,69.16,70.49,70.49,77.59,
"Price : Earnings",28.08,33.15,105.73,49.39,14.51,15.61,17.46,11.41,34.99,-77.66,-77.66,116.48,158.83,158.83,507.11,116.97,123.55,-61,936.59,982.1,-63.93,-33.22,-33.22,-2.32,36.01,39.05,21.93,23.9,23.9,12.98,19.28,19.32,17.72,11.3,11.3,15.9,17.25,17.25,15.89,26.43,26.43,21.33,20.34,20.34,142.35,
"Profitability %",20.14,14.23,12.04,9.05,10.43,9.92,9.03,21.5,21.32,20.29,18.53,16.97,16.79,15.75,14.66,17.37,17.69,16.25,16.6,17.13,16.2,14.93,16.78,14.41,14.84,11.58,18.19,18.3,15.1,16.5,16.19,15.47,18.26,23.05,17.39,20.4,15.46,16.2,14.53,23.75,15,13.6,12.9,10.73,7.63,
"Solvency %",178.2,179.63,176.54,184.52,189.26,205.78,205.17,201.41,203.24,189.01,189.01,199.52,211.68,211.68,213.22,214.68,214.68,219.89,226.28,226.28,221.17,224.44,224.44,232.16,231.65,231.65,238.93,226.83,226.83,232.7,230.92,230.92,237.13,232.69,232.69,229.74,236.79,236.79,265.47,285.07,285.07,290.77,298.54,298.54,296.2,
