,"Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Qtrly (3m)","Qtrly (3m)","Interim (6m)","Qtrly (3m)","Qtrly (3m)","Final (12m)","Qtrly (3m)","Qtrly (3m)","Interim (6m)","Qtrly (3m)","Qtrly (3m)","Final (12m)","Qtrly (3m)","Qtrly (3m)","Qtrly (3m)","Interim (6m)","Qtrly (3m)","Final (12m)","Qtrly (3m)","Qtrly (3m)","Interim (6m)","Qtrly (3m)","Qtrly (3m)","Final (12m)","Qtrly (3m)","Qtrly (3m)","Interim (6m)","Qtrly (3m)","Qtrly (3m)","Qtrly (3m)","Final (12m)","Qtrly (3m)",
,"1 Sep 2020","12 Feb 2020","3 Sep 2019","13 Feb 2019","5 Sep 2018","15 Feb 2018","5 Sep 2017","15 Feb 2017","30 Aug 2016","16 Feb 2016","1 Sep 2015","1 Sep 2015","23 Apr 2015","19 Feb 2015","19 Feb 2015","24 Oct 2014","2 Sep 2014","2 Sep 2014","14 May 2014","11 Feb 2014","11 Feb 2014","22 Oct 2013","23 Aug 2013","23 Aug 2013","25 Apr 2013","12 Feb 2013","12 Feb 2013","25 Oct 2012","28 Aug 2012","28 Aug 2012","26 Apr 2012","14 Feb 2012","14 Feb 2012","27 Oct 2011","29 Aug 2011","29 Aug 2011","19 Apr 2011","10 Feb 2011","10 Feb 2011","21 Oct 2010","26 Aug 2010","26 Aug 2010","23 Apr 2010",
"Earnings Per Share (ZARc)",82.5,48.5,11.8,-7.2,1.5,14.4,3.2,0.6,14.7,4.3,17.4,14,3,-0.6,,-1,-12,-1,-7,-5,,-4,13.03,-48,17,25,45,20.73,52.3,15,12.99,52,33,20,-74.8,-95.59,12,8,8,,62.97,54.63,2.6,
"Diluted Earnings Per Share (ZARc)",81,47.2,11.5,-7.2,1.5,14.4,3.2,0.6,14.7,4.3,17.4,14,3,-0.6,,-1,-12,-1,-7,-5,-1,-4,13,-48,16,25,45,21,52.3,15,13,52,33,20,-75,-96,12,8,8,,63,55,2.6,
"Headline Earnings Per Share (Cont Ops) (ZARc)",82.4,48.4,10.9,-7.2,1.7,14.3,0.2,-2.4,12.7,2.6,9.9,7,2,-0.3,,,,10,-7,-3,1,-4,66,7,14,25,45,20,56.51,22,12,27,15,12,17,4,11,6,5,-1,24,13,0.4,
"Diluted Headline Earnings Per Share (Cont) (ZARc)",81,47.2,10.7,-7.2,1.7,14.3,0.2,-2.4,12.7,2.6,9.9,7,2,-0.3,,,,10,-7,-3,1,-4,66,7,14,25,45,20,86,21,13,52,33,20,28,8,12,8,9,-1,24,13,0.4,
"Distributions Per Share (ZARc)",85,25,20,,,5,5,,12.7,12,10,,,,,,2,,,,,,28,,,,14,,10,,,,,,7.5,,,,,,,5,,
"Net Asset Value Per Share (ZARc)",467.3,414.24,386.05,368.5,293.74,311.62,301.88,300.1,310.5,356.05,354.43,403.42,395.38,326.82,326.82,321.55,324.12,324.12,338.78,344.44,343.15,342.67,369.46,369.46,378.17,384.76,384.76,367.48,371.42,375.48,375.94,368.36,368.56,335.58,324.07,324.07,419.16,406.54,406.54,398.02,402.87,402.87,380.25,
"3 Year Beta",1.59,0.44,0.76,-0.49,-0.58,-0.23,-0.42,-0.78,-1.28,0.3,0.68,0.68,0.57,0.32,0.32,0.94,1.04,1.04,1.18,1.49,1.49,1.38,1.18,1.18,1.11,0.75,0.75,0.6,0.45,0.45,0.85,0.11,0.11,-0.13,0.24,0.24,0.11,-0.08,-0.08,-0.04,0.09,0.09,0.09,
"Cash Generated per share",130.57,65.03,41.4,-0.75,54.19,36.11,11.96,9.09,96.4,16.22,65.72,19.46,19.09,36.26,13.42,22.47,20.94,5.01,10.2,5.73,2.82,2.88,132.47,20.44,46.09,55.3,63.6,8.3,155.78,29.14,36.72,93.88,63.32,30.63,84.18,26.76,31.28,26.11,20.42,5.69,40.04,13.93,2.18,
"Distributions Per Share (Base Currency)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,
"Net Asset Value Per Share (Base Currency)",467.3,414.24,386.05,368.5,293.74,311.62,301.88,300.1,310.5,356.05,354.43,403.42,395.38,326.82,326.82,321.55,324.12,324.12,338.78,344.44,343.15,342.67,369.46,369.46,378.17,384.76,384.76,367.48,371.42,375.48,375.94,368.36,368.56,335.58,324.07,324.07,419.16,406.54,406.54,398.02,402.87,402.87,380.25,
"Price at Period End (Base Currency)",2695,750,429,313,365,419,415,741,853,261,234,234,212,193,193,384,305,305,396,374,374,585,528,528,716,660,660,540,535,535,558,460,460,420,327,327,340,340,340,366,341,341,374,
"JSE Market Price at Period End (ZARc)",2695,750,429,313,365,419,415,741,853,261,234,234,212,193,193,384,305,305,396,374,374,585,528,528,716,660,660,540,535,535,558,460,460,420,327,327,340,340,340,366,341,341,374,
"JSE Market Price High (ZARc)",2772,800,465,400,552,552,1262,1262,949,270,403,260,345,403,382,403,664,406,480,664,585,664,755,718,755,705,705,549,628,584,628,595,595,489,400,400,355,382,382,379,406,698,571,
"JSE Market Price Low (ZARc)",394,394,239,266,269,359,370,525,149,149,179,202,186,179,179,252,245,245,370,310,310,481,449,460,614,530,449,449,297,470,446,297,366,297,280,298,288,280,304,280,330,320,360,
"JSE Volume Traded (Actual)",615881134,226855728,140916135,29611755,98211998,53696623,291893810,166634735,348887245,146908112,128159640,23741887,32056506,72487812,32780191,39707621,155508393,41933207,43476648,70597432,47388993,23208439,166859372,50367068,39109645,51470838,77382659,25911821,202363657,29982251,72284793,100096613,57325527,42771086,96074571,25997687,19547090,50965078,24001614,26963464,30379945,173309907,46990909,
"JSE Value Traded (Actual)",6900102684,1462488353,481022462,98401272,406169035,252511336,2222369462,1380388074,1524040547,313280611,342018596,54361979,80593441,207335712,84968082,122367630,646843244,129884537,183700058,335245910,203061549,132184360,1033090254,301925865,268568569,330581081,462595819,132014738,1014979637,161050575,395600424,458328638,293138428,165190210,327070161,91509082,64971514,172056473,84047718,88008755,112284009,809704732,214363425,
"12 Month HEPS",82.4,66.5,10.9,-19.8,1.7,16.9,0.2,7.7,12.7,12.8,9.9,8,10,-9.3,-10,-10,-12.08,,14,30,29.88,45.32,66,66,84,79,74.51,65.75,56.51,61,23,38,38,24.75,17,21,28.8,12.5,10.5,8.75,13,13,-7.5,
"12 Month Dividend",85,45,20,,5,10,10,5,60,60,10,10,2,2,2,2,2,2,14,14,14,28,28,28,28,24,14,24,10,,10,7.5,7.5,7.5,7.5,7.5,7.5,5,5,5,5,5,5,
"Dividend Per Share (ZARc)",,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,

Cash flow items,"Jun 2020","Dec 2019","Jun 2019","Dec 2018","Jun 2018","Dec 2017","Jun 2017","Dec 2016","Jun 2016","Dec 2015","Jun 2015","Jun 2015","Mar 2015","Dec 2014","Dec 2014","Sep 2014","Jun 2014","Jun 2014","Mar 2014","Dec 2013","Dec 2013","Sep 2013","Jun 2013","Jun 2013","Mar 2013","Dec 2012","Dec 2012","Sep 2012","Jun 2012","Jun 2012","Mar 2012","Dec 2011","Dec 2011","Sep 2011","Jun 2011","Jun 2011","Mar 2011","Dec 2010","Dec 2010","Sep 2010","Jun 2010","Jun 2010","Mar 2010",
,"Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Qtrly (3m)","Qtrly (3m)","Interim (6m)","Qtrly (3m)","Qtrly (3m)","Final (12m)","Qtrly (3m)","Qtrly (3m)","Interim (6m)","Qtrly (3m)","Qtrly (3m)","Final (12m)","Qtrly (3m)","Qtrly (3m)","Qtrly (3m)","Interim (6m)","Qtrly (3m)","Final (12m)","Qtrly (3m)","Qtrly (3m)","Interim (6m)","Qtrly (3m)","Qtrly (3m)","Final (12m)","Qtrly (3m)","Qtrly (3m)","Interim (6m)","Qtrly (3m)","Qtrly (3m)","Qtrly (3m)","Final (12m)","Qtrly (3m)",
,"1 Sep 2020","12 Feb 2020","3 Sep 2019","13 Feb 2019","5 Sep 2018","15 Feb 2018","5 Sep 2017","15 Feb 2017","30 Aug 2016","16 Feb 2016","1 Sep 2015","1 Sep 2015","23 Apr 2015","19 Feb 2015","19 Feb 2015","24 Oct 2014","2 Sep 2014","2 Sep 2014","14 May 2014","11 Feb 2014","11 Feb 2014","22 Oct 2013","23 Aug 2013","23 Aug 2013","25 Apr 2013","12 Feb 2013","12 Feb 2013","25 Oct 2012","28 Aug 2012","28 Aug 2012","26 Apr 2012","14 Feb 2012","14 Feb 2012","27 Oct 2011","29 Aug 2011","29 Aug 2011","19 Apr 2011","10 Feb 2011","10 Feb 2011","21 Oct 2010","26 Aug 2010","26 Aug 2010","23 Apr 2010",
"Working capital changes",,-170.9,73.8,-30.3,,24.2,,-70.5,82,-50.5,42.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cash generated from operations after WC",1309.6,500.4,282,-11.6,222.9,147.5,21.5,17.7,398.2,61.5,285.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Net Cash flow from operating activities",1128.9,452.9,288.3,-5.2,233.8,155.8,51.6,39.2,415.9,68.7,283.7,73.8,72.4,137.5,50.9,86.6,80.7,19.3,39.3,22.1,10.9,11.2,502.3,77.5,179.7,213.1,245.1,32,621.17,116.2,141.5,361.8,243.9,117.9,324.013,103,120.4,100.5,78.6,21.9,154.1,53.6,8.3,
"Net cash flow from investing activities",-202.5,-46.3,-303,-255.8,-140.4,-92.8,-96.7,-48.9,-107.2,-67.1,-37.7,14.2,-28.7,-23.2,-5.3,-17.9,-171.8,-17.4,-31.4,-123.1,-66,-57.1,-429.4,-109.6,-108,-126.5,-211.8,-85.3,-413.281,-171.5,-67.8,-172.3,-89.2,-83.1,-335.165,-114.6,-85.2,-135.3,-80.3,-55,-111.1,-226.4,-20.2,
"Net cash flow from financing activities",509.2,-142.7,-7.9,168.3,-45,-22.1,-53,-51.8,-281.1,-72.2,-130.5,,,-80.9,-7.6,-73.3,-76.6,0.3,-0.6,-76.3,-76.3,,5.7,-1.1,-59.8,-98.1,66.6,164.7,-168.553,-26,-23.1,-119.4,-119.4,,81.346,1.3,-0.3,80.3,88.8,-8.5,-55.2,7.8,50.1,
"Dividends paid",-564.5,-136.8,,,-42.2,-20.8,-50.6,-50.6,-252.9,-42.2,-7.6,,,-7.6,-7.6,,-53.1,,,-53.1,-53.1,,-103.1,,-58.8,-44.3,-44.3,,-28.872,,,-46.1,-46.1,,,,,,,,,,,
"Net increase(decrease) in cash & cash equivalents",1435.6,263.9,-22.6,-92.7,48.4,40.9,-98.1,-61.5,27.6,-70.6,115.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cash & Cash Equivalent beginning of period",279.5,279.5,302.1,302.1,253.7,253.7,351.8,351.8,324.4,324.4,208.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Translation effects on cash & cash equivalents",,,,,,,,,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cash & Cash Equivalent end of period",1715.1,543.4,279.5,209.4,302.1,294.6,253.7,290.3,351.8,253.8,324.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Ratios,"Jun 2020","Dec 2019","Jun 2019","Dec 2018","Jun 2018","Dec 2017","Jun 2017","Dec 2016","Jun 2016","Dec 2015","Jun 2015","Jun 2015","Mar 2015","Dec 2014","Dec 2014","Sep 2014","Jun 2014","Jun 2014","Mar 2014","Dec 2013","Dec 2013","Sep 2013","Jun 2013","Jun 2013","Mar 2013","Dec 2012","Dec 2012","Sep 2012","Jun 2012","Jun 2012","Mar 2012","Dec 2011","Dec 2011","Sep 2011","Jun 2011","Jun 2011","Mar 2011","Dec 2010","Dec 2010","Sep 2010","Jun 2010","Jun 2010","Mar 2010",
,"Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Qtrly (3m)","Qtrly (3m)","Interim (6m)","Qtrly (3m)","Qtrly (3m)","Final (12m)","Qtrly (3m)","Qtrly (3m)","Interim (6m)","Qtrly (3m)","Qtrly (3m)","Final (12m)","Qtrly (3m)","Qtrly (3m)","Qtrly (3m)","Interim (6m)","Qtrly (3m)","Final (12m)","Qtrly (3m)","Qtrly (3m)","Interim (6m)","Qtrly (3m)","Qtrly (3m)","Final (12m)","Qtrly (3m)","Qtrly (3m)","Interim (6m)","Qtrly (3m)","Qtrly (3m)","Qtrly (3m)","Final (12m)","Qtrly (3m)",
,"1 Sep 2020","12 Feb 2020","3 Sep 2019","13 Feb 2019","5 Sep 2018","15 Feb 2018","5 Sep 2017","15 Feb 2017","30 Aug 2016","16 Feb 2016","1 Sep 2015","1 Sep 2015","23 Apr 2015","19 Feb 2015","19 Feb 2015","24 Oct 2014","2 Sep 2014","2 Sep 2014","14 May 2014","11 Feb 2014","11 Feb 2014","22 Oct 2013","23 Aug 2013","23 Aug 2013","25 Apr 2013","12 Feb 2013","12 Feb 2013","25 Oct 2012","28 Aug 2012","28 Aug 2012","26 Apr 2012","14 Feb 2012","14 Feb 2012","27 Oct 2011","29 Aug 2011","29 Aug 2011","19 Apr 2011","10 Feb 2011","10 Feb 2011","21 Oct 2010","26 Aug 2010","26 Aug 2010","23 Apr 2010",
"Working Revenue Per Share",543.55,614.71,415.63,389.93,590.05,594.6,554.39,563.32,576.35,533.99,540.24,532.06,558.5,535.56,513.67,557.45,477.15,471.91,450.81,492.94,475.31,510.58,547.63,462.16,551.14,612.48,584.11,555.73,459.22,411.64,477.11,473.94,480.61,467.26,358.42,358.13,374.14,350.65,361.87,648.09,545.47,523.26,550.15,
"Price/Sales Per Share",4.96,1.22,1.03,0.8,0.62,0.7,0.75,1.32,1.48,0.49,0.43,0.44,0.38,0.36,0.38,0.69,0.64,0.65,0.88,0.76,0.79,1.15,0.96,1.14,1.3,1.08,1.13,0.97,1.17,1.3,1.17,0.97,0.96,0.9,0.91,0.91,0.91,0.97,0.94,0.56,0.63,0.65,0.68,
"Price/Net Asset Value",5.77,1.81,1.11,0.85,1.24,1.34,1.37,2.47,2.75,0.73,0.66,0.58,0.54,0.59,0.59,1.19,0.94,0.94,1.17,1.09,1.09,1.71,1.43,1.43,1.89,1.72,1.72,1.47,1.44,1.42,1.48,1.25,1.25,1.25,1.01,1.01,0.81,0.84,0.84,0.92,0.85,0.85,0.98,
"Price/Cash Flow",20.64,23.07,10.36,-834.67,6.74,23.21,34.7,163.04,8.85,32.18,3.56,48.1,44.42,10.65,57.53,68.36,14.57,243.51,155.29,130.54,530.5,812.5,3.99,103.33,62.14,47.74,20.75,260.24,3.43,73.44,60.78,9.8,29.06,54.85,3.88,48.88,43.48,26.04,66.6,257.29,34.07,24.48,686.24,
"Return on Capital Employed",12.88,17.06,2.18,-2.47,0.32,5.81,0.67,0.26,2.94,1.65,3.1,10.91,2.06,-0.27,0.36,-0.91,-2.56,1.48,-6.34,-2.3,-0.73,-3.86,4.02,-33.07,12.56,19.58,17.16,15.48,11.25,11.37,12.2,24.08,32.03,18.52,-22.11,-108.12,9.8,2.82,7.04,-1.46,42.91,8.8,2.18,
"Return on Shareholder Funds",15.72,23.08,2.92,-3.6,0.51,9.02,1.05,0.42,4.62,2.4,4.46,15.69,2.93,-0.38,0.52,-1.28,-3.69,2.13,-9.42,-3.38,-1.08,-5.66,5.94,-48.82,18.33,28.26,24.76,22.51,15.38,15.52,17.37,34.5,45.89,28.57,-34.07,-166.6,13.7,4.01,10.02,-2.05,60.1,12.32,3.2,
"Return on Total Assets",22.71,22.2,4.83,-2.36,5.22,6.49,0.87,-0.03,7.67,2.2,6.43,15.04,4.91,0.42,3.09,3.01,3.97,14.77,6.68,11.31,3.66,1.39,15.4,3.33,18.35,24.71,25.42,9.84,18.64,9.05,14.79,16.71,16.58,20.37,11.86,10.94,8.12,3.59,8.12,11.55,14.22,10.98,0.06,
"Operating Profit Margin",29.8,22.84,7.54,-3.23,5.73,6.65,1.37,0.19,8.06,3.07,7.55,12.74,7.03,1.85,5.09,4.84,6.75,21.17,12,16.7,6.39,3.16,21.05,21.96,22.02,28.61,28.67,18.28,25.14,12.33,26.34,30.06,32.87,27.18,18.91,15.61,24.36,17.69,31.91,11.13,17.54,13.64,7.02,
"Net Profit Margin",15.17,15.77,2.84,-3.69,0.26,4.83,0.59,0.23,2.54,1.6,3.22,10.71,1.91,-0.23,0.21,-0.62,-2.53,-0.85,-5.78,-1.9,-0.49,-3.22,2.38,-41.27,11.69,16.02,15.5,14.92,11.39,14.76,10.89,22,27.07,18.48,-20.87,-106.76,13.36,4.73,9.08,0.05,46.18,10.44,1.89,
"Debt:Equity",0.15,0.26,0.27,0.4,0.48,0.44,0.45,0.46,0.43,0.35,0.36,0.36,0.39,0.39,0.39,0.37,0.41,0.41,0.46,0.45,0.45,0.46,0.43,0.43,0.41,0.4,0.4,0.43,0.33,0.33,0.34,0.34,0.34,0.49,0.51,0.51,0.36,0.36,0.36,0.4,0.3,0.3,0.36,
"Interest Cover",-22.88,-219.23,6.23,-4.54,2.65,13.25,-2.01,0.88,11.17,4.57,-49.95,-2.33,3.3,1.36,2.06,0.79,-0.48,5.56,-3.71,-0.41,1.26,-1.92,-7.69,-5.29,34.32,-27.6,36.15,4.72,45.14,-1496,30.96,33.32,72.67,21.91,-29.61,164.72,11.84,7.19,10.14,0.17,41.4,14.48,36.2,
"Current Ratio",2.94,2.1,1.43,1.35,1.95,2.14,2.13,1.99,1.92,2.17,2.01,2.01,1.62,1.51,1.51,1.33,1.53,1.53,1.61,1.73,1.73,1.58,2.49,2.49,2.5,2.8,2.8,2.37,1.82,1.8,1.89,1.85,1.85,1.31,1.24,1.24,1.57,1.55,1.55,1.27,1.49,1.49,1.46,
"Dividend Cover",0.97,1.94,0.59,,,2.88,0.64,,1.16,0.36,1.74,,,,,,-6,,,,,,0.47,,,,3.21,,5.23,,,,,,-9.97,,,,,,,10.93,,
"Yield (g/ton)",0.2,0.22,0.2,0.19,0.19,0.19,0.17,0.17,0.18,0.18,0.19,0.19,0.2,0.2,0.2,0.19,0.17,0.17,0.16,0.18,0.19,0.17,0.19,0.19,0.19,0.2,0.2,0.2,0.29,0.23,0.29,,0.32,0.32,0.34,0.31,0.35,0.36,0.38,0.34,0.32,0.33,0.34,
"Tons milled ('000)",26280,13983,24439,12004,24281,12253,24958,12632,24842,12835,23750,6333,5826,11591,5653,5938,23908,6131,5823,11954,5856,6098,23254,5824,5766,6066,11664,5598,24897,6014,6459,,6226,6198,24187,6412,6023,11752,5741,6011,5969,22590,5673,
"Output (kg)",5424,3037,4977,2280,4679,2341,4265,2100,4462,2253,4670,1252,1147,2271,1120,1191,4134,1022,937,2135,1090,1132,4553,1106,1119,1214,2328,1114,7227,1376,1894,3957,1980,1977,8248,1962,2096,4190,2160,2030,1917,7502,1941,
"Price Received (R/kg)",768675,697125,577483,554760,534344,547653,548268,572443,546142,491993,451297,560300,461683,439418,434802,443760,432775,437770,456161,420616,413359,427604,458084,429115,474482,478309,462776,446783,418538,421834,421420,416141,437316,395568,308221,331372,312913,295766,303495,288054,292769,267292,269980,
"Working cost (R/kg)",482417,460251,499749,510111,458866,451689,489549,489263,446153,429271,372932,371089,380548,370101,365021,375044,372671,379039,413562,351557,350585,373433,310763,336809,319065,284425,294397,305265,304912,337579,301059,295396,292988,297808,251296,280240,241563,242611,229560,256498,244331,233112,221400,
"NAV%Price",17.34,55.23,89.99,117.73,80.48,74.37,72.74,40.5,36.4,136.42,151.47,172.4,186.5,169.34,169.34,83.74,106.27,106.27,85.55,92.1,91.75,58.58,69.97,69.97,52.82,58.3,58.3,68.05,69.42,70.18,67.37,80.08,80.12,79.9,99.1,99.1,123.28,119.57,119.57,108.75,118.14,118.14,101.67,
"Price : Earnings",32.71,11.28,39.36,-15.81,214.71,24.79,2075,96.23,67.17,20.39,23.64,29.25,21.2,-20.75,-19.3,-38.4,-25.25,,28.29,12.47,12.51,12.91,8,8,8.52,8.35,8.86,8.21,9.47,8.77,24.26,12.11,12.11,16.97,19.24,15.57,11.81,27.2,32.38,41.83,26.23,26.23,-49.87,
"Profitability %",16.53,22.1,3.08,-1.93,2.2,7.02,1.4,0.19,8.11,2.82,6.35,11.41,5.73,1.56,4.46,4.28,5.01,15.52,7.62,12.64,4.75,2.29,24.88,9.92,16.05,23.98,27.83,14.2,21.41,14.91,16.78,18.27,17.81,22.29,14.47,15.7,10.07,5.02,9.76,12.85,-1.86,8.18,-2.12,
"Solvency %",347.11,294.83,296.05,259.17,215.94,229.87,232.22,220.85,224.09,258.26,257.2,257.2,255.65,257.38,257.38,259.1,254.37,254.37,248.58,256.54,256.54,242.78,260.31,260.31,264.6,272.94,272.94,257.24,287.41,290.36,241.08,242.59,242.59,210.92,214.01,214.01,271.77,267.59,267.59,268.79,277.35,277.35,248.05,
"Int Bearing Debt : Total Assets",,,,,,,,,,,0.01,0.01,0.03,0.03,0.03,0.03,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.07,0.01,0.01,0.01,0.01,0.01,0.05,0.05,0.05,0.06,0.06,0.06,0.02,0.02,0.02,0.03,
"EV/Ebitda (Pd)",16.37,7.26,7.68,34.51,4.92,,,,,6.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Liquidity%",69.05,61.17,21.02,-0.65,21.39,30.1,5.24,7.32,38.53,14.42,29.15,30.33,30.06,29.42,21.78,37.49,8.41,8.05,15.28,4.43,4.37,4.08,48.99,30.24,67,83.99,48.3,12.14,72.46,54.15,53.85,71.7,96.67,41.15,30.3,38.53,47.95,20.23,31.64,9.11,66.26,5.76,3.19,
"Cash Flow : Attributable Profit",1.78,2.72,3.67,0.23,35.97,5.14,0.74,29.04,3,7.59,2.15,3.77,12.99,-119.57,13.57,21.25,0.91,1.15,2.81,0.3,2.04,4,0.95,26.27,9,7.04,1.65,3.64,1.33,332,8.14,7.58,29.3,5.74,0.78,2.06,10.01,11.04,26.2,1.06,-8.91,0.28,-1.52,
"PEG Ratio",,0.04,0.14,-0.11,1.44,11.3,945.82,1.41,0.98,0.3,0.34,0.42,1.06,-0.96,-0.96,-1.92,-1.26,,0.61,0.27,0.27,0.28,0.17,0.29,0.11,0.11,0.13,0.11,0.14,0.12,0.92,0.46,0.46,0.64,0.73,0.59,0.47,1.15,1.37,1.77,1.11,1.11,-1.03,

